Engine started up
Pred.Date	MaxError	MeanError	ErrorVariance	Q80%	Q90%
2010-12-14	0.903835147683	0.258873665999	0.0628507723784	0.487741038837	0.623845463448
2010-12-13	0.792476962243	0.190925719579	0.040626422206	0.370256296558	0.498643012756
2010-12-10	0.866542550527	0.158047426	0.0327596203767	0.260234369646	0.440216664801
2011-4-8	0.826346495544	0.11653071631	0.024477548638	0.156845272163	0.281914213446
2011-2-28	0.688752253038	0.106655132873	0.0248898486929	0.143097372037	0.40706406104
2011-4-1	0.678298127774	0.117653126362	0.0208975843308	0.1682985122	0.346675597292
2011-2-21	0.738432685701	0.161120419027	0.0237474842555	0.261083834738	0.377944883578
2011-2-23	0.860507909737	0.0850312664995	0.0233899831244	0.102827217946	0.169005876128
2011-2-22	0.566890029665	0.0863133854651	0.0166681103952	0.104781716139	0.317798084451
2011-4-5	0.71110008859	0.106354298324	0.0208547871199	0.165561776494	0.290360561043
2011-2-25	0.724344769026	0.100115540749	0.0219799388893	0.133181356631	0.312860458397
2011-4-4	0.816925891669	0.110482011235	0.0274349193075	0.166442530618	0.353273229294
2011-2-24	0.660655170764	0.104162793518	0.0210375909473	0.148729993657	0.307885145013
2011-4-7	0.649867710948	0.0816046817354	0.0154977599872	0.0946653403435	0.206970446276
2011-4-6	0.844527474402	0.0735344925515	0.0174435242129	0.0853110350757	0.143987790295
2011-3-8	0.650359602537	0.0902302581173	0.0180580534774	0.123373187952	0.311843866074
2010-12-23	0.761421129127	0.108071710584	0.0162536991328	0.167734310971	0.298797681608
2011-3-7	0.775098780515	0.115950867738	0.0275761300363	0.150645705144	0.37125555599
2010-12-22	0.837422672924	0.09809874737	0.0191325776249	0.137467213367	0.273993616844
2011-3-2	0.625507724817	0.0693791725328	0.0109904627621	0.0832949793437	0.150095696548
2010-12-21	0.799124863986	0.11734669116	0.0311236254765	0.140523498442	0.281156233491
2011-3-1	0.484428497134	0.0640335113816	0.00719885226831	0.0923087182648	0.166565269172
2010-12-20	0.961458527708	0.245304064295	0.0484339908316	0.412956687626	0.561913546541
2011-3-4	0.68464173935	0.0953168832319	0.0175928455821	0.153659925807	0.257304093665
2011-2-1	0.598387989036	0.0836855945461	0.0102463024536	0.115113604832	0.206033355047
2011-3-3	0.615280366591	0.0834048266088	0.0122184535408	0.108384984183	0.254825683671
2011-2-3	0.855361572685	0.0812417323351	0.0174739224149	0.0928591713839	0.215932483138
2011-2-2	0.629975538442	0.112624833276	0.0225400414541	0.199056684378	0.370138593769
2011-2-4	0.860963866855	0.124295744897	0.0287651328137	0.158267409089	0.412179888077
2011-2-7	0.653157621163	0.0796998731989	0.0192152705317	0.0781649399225	0.21865636853
2011-2-9	0.54416432869	0.0826589336095	0.0113972767733	0.105600321327	0.229003889048
2011-2-8	0.621946068323	0.0938478675642	0.0131057648128	0.13588470151	0.243041921749
2011-3-9	0.716530544501	0.112857017443	0.0227604276797	0.173003932787	0.352326985465
2010-12-17	0.812715867035	0.271940892124	0.0433849724406	0.437845542829	0.593529800826
2010-12-15	0.762344518654	0.212974875853	0.0467306595331	0.410573883849	0.573723323618
2010-12-16	0.866074698548	0.300951744891	0.0559590441005	0.520177072179	0.700789746101
2010-10-8	0.841608942361	0.128969677852	0.0311181885032	0.168640306831	0.400651881647
2010-10-7	0.794295381777	0.151331482088	0.0316789014231	0.24684358329	0.450025351115
2010-10-6	0.838935315241	0.118742298926	0.0269327760979	0.15286432887	0.28943619926
2010-10-5	0.628320308181	0.0989260848861	0.0130915098706	0.157178207659	0.195451968231
2010-10-4	0.498799488642	0.099889936262	0.0096920473993	0.150116138025	0.217333383718
2011-1-21	0.720260660921	0.132296538339	0.0331769528029	0.198276170502	0.438123395797
2011-1-20	0.722180975077	0.100729626172	0.0182873099049	0.155730995788	0.28543355536
2011-1-26	0.860072962962	0.111295801104	0.0250071428451	0.15391998506	0.312526766951
2011-1-25	0.621855583672	0.092009050229	0.014158842993	0.13880582463	0.222398770289
2011-1-24	0.808834775766	0.187101394136	0.0334431184345	0.307188630901	0.405050545101
2011-1-27	0.724520789588	0.102536526429	0.0187820153329	0.153485398506	0.306462959419
2011-1-28	0.800781516447	0.094966238415	0.0311734989925	0.0841516792895	0.152019064131
2011-4-19	0.870363075739	0.132849699041	0.031346323465	0.230859452905	0.462551232902
2010-11-12	0.940330090008	0.29205467306	0.0658310590573	0.507810766181	0.712891644224
2010-11-11	0.895513692001	0.269300307317	0.0718025649978	0.58362577105	0.708917280291
2010-11-10	0.942041837138	0.299956450276	0.0685461642859	0.56697610028	0.749809554766
2011-1-11	0.783509487083	0.150380301434	0.032974875811	0.230112577412	0.434361725056
2011-1-10	0.824703386005	0.160744894449	0.034207947664	0.274231038028	0.473613717938
2011-1-13	0.730770700485	0.102552411154	0.0211077735831	0.134929215831	0.206003873008
2011-1-12	0.832774366962	0.125832015291	0.0298714299147	0.235235608789	0.347724813818
2011-2-17	0.646131839146	0.0921982693217	0.0154190276589	0.127304568542	0.259729145324
2011-2-18	0.883752597777	0.0958078912097	0.0188401300046	0.156215840262	0.247110382538
2011-1-14	0.854040945982	0.141404967102	0.0241984065228	0.217141732468	0.34252968346
2010-12-3	0.903352295506	0.210341343549	0.0377491782374	0.35342360775	0.519507759849
2011-2-16	0.656853549902	0.0882719763529	0.0212537102283	0.11201525362	0.263800853095
2010-12-2	0.837940530808	0.185622894888	0.0535162171788	0.352970373396	0.636726365468
2011-1-17	0.830518310556	0.12755858991	0.0302437140092	0.177235763976	0.427912100223
2011-2-15	0.791036615652	0.102711430057	0.023392732235	0.130565852263	0.262516964196
2010-12-1	0.920403689528	0.212994484758	0.046683999354	0.374954686159	0.547617066392
2011-1-18	0.692569428397	0.101485006133	0.0200031994484	0.12797246616	0.26198471227
2011-2-14	0.831229761771	0.1136984804	0.0289757614364	0.171426050753	0.36532952346
2011-1-19	0.871347515821	0.118371071023	0.0285868889182	0.195049860389	0.353630278653
2011-2-11	0.791655446119	0.0957939286036	0.0188819404013	0.116145353875	0.231000325207
2011-2-10	0.697501921044	0.0777848473227	0.0128113304169	0.112481863265	0.186144253227
2011-4-12	0.834587225222	0.0829369584493	0.0138101194979	0.129345329442	0.208944472353
2011-4-11	0.785997566718	0.115845013443	0.0257914188505	0.150126166993	0.280772873386
2011-4-14	0.812519769583	0.133421915445	0.0357470202055	0.208434189335	0.361454190145
2010-12-9	0.774661788458	0.14491528998	0.028774935341	0.244729802316	0.421197100329
2011-4-13	0.476121397566	0.0683668711657	0.00851060673737	0.107643686691	0.198967561295
2010-12-8	0.840204780005	0.192399318479	0.0444140265979	0.386192781571	0.55826080624
2010-12-7	0.858234945449	0.207951415498	0.0479874850736	0.429789846978	0.586106397044
2011-4-15	0.928218884337	0.104103456488	0.0235837907114	0.144081952469	0.283196897458
2010-12-6	0.905549595972	0.14776325871	0.0319613567127	0.238999478885	0.391325475706
2011-4-18	0.894915155321	0.122262979737	0.0288445133373	0.193034758171	0.337219570613
2011-3-29	0.66330549765	0.101602396233	0.0153813653054	0.132940586893	0.253121770391
